id,scenario,option_a,option_b,scale_1,variation,rank,source,theme,work_or_context,original_id
q039,Should a country limit the number of children a couple can have?,Countries should limit the number of children couples can have — population pressure on resources and environment can justify state intervention in reproduction.,"Countries should not limit the number of children couples can have — reproductive decisions belong to individuals and families, not the state.","1: Strongly endorse Option A — Countries should limit the number of children couples can...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Countries should not limit the number of children couples...",0,39,DebatableWeb,"regulating the size of their populations is clearly a central duty of all national governments | having too many people threatens the life, liberty and pursuit of happiness of others | the one-child policy was beneficial in terms of curbing population growth, aiding economic growth, and improving the health and welfare of women and children | the o",,476
q040,Is Animal testing ethical?,"Animal testing is ethical — when carefully regulated, it produces medical and scientific advances that save vastly more lives than it costs.",Animal testing is unethical — inflicting suffering on sentient beings for human benefit is a form of speciesism we would not accept for ourselves.,"1: Strongly endorse Option A — Animal testing is ethical
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Animal testing is unethical",0,40,DebatableWeb,"Animal testing is considered necessary for the advancement of medical sciences, particularly in understanding human diseases and developing treatments | Animal testing raises ethical concerns due to the pain and distress it can cause to animals, leading to debates about the moral value of animals versus humans | There are strict regulations and eth",,82
q041,Should industrial animal farming be banned for ethical reasons even if it means a dramatic increase in the price of meat?,Industrial animal farming should be banned — its cruelty and environmental damage outweigh the price-of-meat considerations.,"Industrial animal farming should not be banned — affordable protein and livelihoods depend on it, and reform is more realistic than abolition.","1: Strongly endorse Option A — Industrial animal farming should be banned
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Industrial animal farming should not be banned",0,41,DebatableWeb,"Factory farming causes significant damage to rural communities, surrounding environments, and the farmed animals themselves | Factory farming is inherently inhumane due to practices like separating mother cows from infants, castrating male animals without anesthetics, and never allowing animals to experience the outdoors | Factory farming is bad fo",,142
q042,Do animals have consciousness?,Animals have consciousness — converging behavioral and neurological evidence supports that many species have subjective experience.,Animals do not have consciousness in the morally relevant sense — projecting human-like inner life onto animals mistakes complex behavior for phenomenal experience.,"1: Strongly endorse Option A — Animals have consciousness
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Animals do not have consciousness in the morally relevant...",0,42,DebatableWeb,"Consciousness has always been studied only in humans, but after ""Cambridge Declaration on Consciousness"" in 2012, even non-human animals they feel possessed of the consciousness. | The empirical evidence indicates at least a realistic possibility of conscious experience in all vertebrates (including all reptiles, amphibians and fishes) and many inv",,162
q043,"Is it ethical to prioritize the well-being of humans over other sentient beings, such as animals?","It is ethical to prioritize human well-being over other sentient beings — species membership carries moral weight, and humans have special claims on humans.","It is not ethical to prioritize human well-being over other sentient beings — sentience, not species, is what grounds moral consideration.","1: Strongly endorse Option A — It is ethical to prioritize human well-being over other...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — It is not ethical to prioritize human well-being over other...",0,43,DebatableWeb,"Indirect theories deny animals moral status or equal consideration with humans due to a lack of consciousness, reason, or autonomy | Direct but unequal theories accord some moral consideration to animals, but deny them a fuller moral status due to their inability to respect another agent’s rights or display moral reciprocity | Moral equality theori",,437
q044,Should everyone be vegetarian?,"Everyone should be vegetarian — ethical, environmental, and health arguments jointly make a vegetarian diet the right default.","Not everyone should be vegetarian — dietary choice is personal, and blanket prescriptions ignore nutrition, culture, and context.","1: Strongly endorse Option A — Everyone should be vegetarian
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Not everyone should be vegetarian",0,44,DebatableWeb,Vegetarian diets are associated with a lower risk of heart disease | Adopting a vegetarian diet can help reduce global warming | Vegetarian diets can lead to economic savings on healthcare costs | Vegetarian diets can contribute to lower cancer rates | Vegetarian diets can help in weight management and obesity prevention,,337
q045,Is it acceptable for individuals to participate in cultural traditions from backgrounds other than their own?,Participating in cultural traditions from other backgrounds is acceptable — respectful engagement with other cultures is how understanding and exchange happen.,"Participating in cultural traditions from other backgrounds can be unacceptable — when taken out of context, it becomes appropriation that flattens the meaning the culture holds.","1: Strongly endorse Option A — Participating in cultural traditions from other backgrounds...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Participating in cultural traditions from other backgrounds...",0,45,DebatableWeb,Appreciation is when someone seeks to understand and learn about another culture in an effort to broaden their perspective and connect with others cross-culturally | Appropriation is taking one aspect of a culture that is not your own and using it for your own personal interest | Understanding cultural differences and similarities may allow for pro,,287
q046,Is it acceptable for individuals to wear traditional clothing from a culture different from their own?,Wearing traditional clothing from another culture is acceptable — appreciation and exchange are how cultures have always lived.,Wearing traditional clothing from another culture can be unacceptable — sacred or marginalized cultural items can be appropriated in ways that harm the source community.,"1: Strongly endorse Option A — Wearing traditional clothing from another culture is...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Wearing traditional clothing from another culture can be...",0,46,DebatableWeb,Appreciation is when someone seeks to understand and learn about another culture in an effort to broaden their perspective and connect with others cross-culturally | Appropriation is simply taking one aspect of a culture that is not your own and using it for your own personal interest | Dressing up as a Native American is never appropriate | It's a,,530
q047,Is it unethical for actors and actresses to play characters of different races and ethnicities?,"It is unethical for actors to play characters of different races and ethnicities — casting shapes representation, and taking opportunities from minority actors perpetuates exclusion.","It is not unethical for actors to play characters of different races and ethnicities — acting is the art of becoming what one is not, and imposing identity-based casting rules misunderstands the craft.","1: Strongly endorse Option A — It is unethical for actors to play characters of different...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — It is not unethical for actors to play characters of...",0,47,DebatableWeb,It is unethical when it perpetuates stereotypes and misrepresentation | It is not unethical if it provides an opportunity for artistic interpretation and does not distort significant cultural or historical facts | It is unethical if it leads to a lack of opportunities for actors from those racial or ethnic backgrounds,,169
q048,Is it ethical for museums to display artifacts taken from other countries during periods of colonization?,Museums displaying colonial-era artifacts is unethical — holding looted cultural property is continuing the theft into the present.,Museums displaying colonial-era artifacts is not unethical — universal museums preserve global heritage and make it accessible to all humanity.,"1: Strongly endorse Option A — Museums displaying colonial-era artifacts is unethical
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Museums displaying colonial-era artifacts is not unethical",0,48,DebatableWeb,"It is morally correct, and reflects basic property laws, that stolen or looted property should be returned to its rightful owner. | Cultural objects belong together with the cultures that created them; these objects are a crucial part of contemporary cultural and political identity. | To not return objects stolen under colonialist regimes is to per",,320
q049,Does celebrating Thanksgiving ignore the perspectives of Native Americans?,"Celebrating Thanksgiving ignores Native perspectives — the standard narrative erases violence and loss, and national celebration of it causes ongoing harm.",Celebrating Thanksgiving does not require ignoring Native perspectives — a holiday centered on gratitude and family can coexist with honest engagement with history.,"1: Strongly endorse Option A — Celebrating Thanksgiving ignores Native perspectives
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Celebrating Thanksgiving does not require ignoring Native...",0,49,DebatableWeb,Thanksgiving is a day of mourning and protest for many Native Americans | Native American perspectives are often ignored in the mainstream Thanksgiving narrative | Some Native Americans embrace Thanksgiving by focusing on its positive messages and aligning it with their cultural values of gratitude | Thanksgiving celebrations often perpetuate stere,,173
q050,"Is there a need for reparations to address historical injustices, such as slavery or colonialism?","Reparations are needed for historical injustices — past wrongs produce ongoing harms, and justice requires that those harms be addressed materially.","Reparations are not the right response to historical injustices — collective intergenerational debts are morally and practically ill-defined, and focusing forward serves justice better.","1: Strongly endorse Option A — Reparations are needed for historical injustices
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Reparations are not the right response to historical...",0,50,DebatableWeb,"past state injustice—be it slavery or colonization, forced sterilization or widespread atrocities—has enduring consequences that generate ongoing harm, which needs to be addressed as a matter of justice and equity | the wrongs could only be righted by clear acknowledgements of the past by the oppressing countries, and by creating schemes for compen",,403
q051,Should society aim for complete gender equality in all situations and behaviors or are there some gender traditions that should be kept intact?,Society should aim for complete gender equality — any deviation from equal treatment is a historical residue that will turn out to be unjust.,"Some gender traditions should be preserved — not every difference is injustice, and some roles and norms genuinely matter to people's lives and communities.","1: Strongly endorse Option A — Society should aim for complete gender equality
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Some gender traditions should be preserved",0,51,DebatableWeb,Gender norms are often studied as shaping people's individual attitudes | Changing gender norms requires changing institutions and power dynamics | Gender norms are embedded in formal and informal institutions,,68
q052,Is multiculturalism a hindrance to unity?,"Multiculturalism hinders national unity — shared civic life requires a shared core, and celebrating separateness weakens it.","Multiculturalism strengthens national unity — plural societies with strong civic institutions are more resilient, and forced homogeneity breeds resentment, not cohesion.","1: Strongly endorse Option A — Multiculturalism hinders national unity
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Multiculturalism strengthens national unity",0,52,ConflictingQA,Multiculturalism can hinder unity by fostering separate development and a federation of ethnic cultures rather than one integrated community | Multiculturalism may threaten social cohesion by emphasizing the rights of ethnic minorities at the expense of the majority | Multiculturalism can be seen as divisive and a threat to the shared national cult,,23
q053,Is patriotism ultimately destructive to international relations?,"Patriotism is destructive to international relations — loyalty to one's nation over humanity rationalizes war, exclusion, and indifference to suffering elsewhere.",Patriotism is not destructive to international relations — a civic love of one's country provides the stable home from which international cooperation is possible.,"1: Strongly endorse Option A — Patriotism is destructive to international relations
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Patriotism is not destructive to international relations",0,53,DebatableWeb,"Nationalism can fuel violence, division, and global disorder when taken to extremes | Extreme nationalism led to World War II and the Holocaust | Indigenous perspectives challenge the state-centric model of international relations | Patriotism has increased in intensity in the United States post-9/11 | Indigenous self-determination movements challe",,132
q054,How much does religion affect views on gender and sexuality?,Religion should significantly shape views on gender and sexuality — religious frameworks carry the moral wisdom of traditions that have sustained societies for millennia.,Religion should not dictate views on gender and sexuality — personal identity and consensual relationships are not the proper subject of theological prescription.,"1: Strongly endorse Option A — Religion should significantly shape views on gender and...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Religion should not dictate views on gender and sexuality",0,54,DebatableWeb,"Religion significantly influences views on gender and sexuality, often dictating behaviors and roles deemed acceptable | Religious beliefs can lead to internal conflicts regarding gender and sexuality, affecting mental health and personal acceptance | Different religions have varied stances on gender and sexuality, influencing individual beliefs an",,95
q055,Should churches pay taxes?,"Churches should pay taxes — as large property-holding institutions, they benefit from public services and should contribute like any other organization.",Churches should not pay taxes — religious freedom and the separation of church and state are strengthened when the state has no financial leverage over religion.,"1: Strongly endorse Option A — Churches should pay taxes
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Churches should not pay taxes",0,55,DebatableWeb,"Exempting churches from taxation upholds the separation of church and state | Churches contribute to the public good by providing social services, which justifies their tax exemption | Tax exemptions for churches violate the separation of church and state | Church tax exemptions force taxpayers to subsidize religion | Churches would struggle financ",,147
q056,Should public schools treat religious texts like the Bible or Quran strictly as literature?,Public schools should treat religious texts strictly as literature — teaching Bible or Quran as sacred texts in public schools would violate religious neutrality.,Public schools should not be required to treat religious texts strictly as literature — religious texts can be studied academically in ways that acknowledge their spiritual claims without endorsing them.,"1: Strongly endorse Option A — Public schools should treat religious texts strictly as...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Public schools should not be required to treat religious...",0,56,DebatableWeb,religious texts can be studied for their literary and historic qualities | teaching religious texts in public schools can help students understand cultural and historical contexts better | religious texts should not be taught in a way that promotes religious beliefs,,400
q057,Is it appropriate for public schools to teach specific cultural or religious beliefs as part of the curriculum?,Public schools should not teach specific cultural or religious beliefs — public schools serve a religiously diverse population and must not take theological sides.,"Public schools should be able to teach specific cultural or religious beliefs — dominant traditions shape a culture's moral vocabulary, and pretending otherwise leaves children less literate, not more neutral.","1: Strongly endorse Option A — Public schools should not teach specific cultural or...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Public schools should be able to teach specific cultural or...",0,57,DebatableWeb,Teaching about religion is important and necessary if public schools are to provide students with a complete education. | Public schools may neither promote nor inhibit religious belief or nonbelief. | Understanding the role religion plays in history and culture is of special importance in our increasingly diverse society. | Students need to recogn,,515
q058,Is sex before marriage wrong?,Sex before marriage is wrong — religious and traditional moral frameworks regard it as a serious violation for substantive reasons.,"Sex before marriage is not wrong — consensual intimacy between adults is a personal matter, not a moral transgression.","1: Strongly endorse Option A — Sex before marriage is wrong
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Sex before marriage is not wrong",0,58,DebatableWeb,The Bible clearly states that sex before marriage is a sin | Sex before marriage is considered immoral and brings God's judgment according to biblical teachings | Engaging in sex before marriage undermines the covenantal nature of marriage and the societal benefits it provides,,471
q059,Should businesses be able to deny services based on religious objections?,"Businesses should be allowed to deny services based on religious objections — religious liberty must protect acting on belief, not just believing privately.",Businesses should not be allowed to deny services based on religious objections — public accommodation nondiscrimination is foundational; religious belief cannot license refusing service to people based on who they are.,"1: Strongly endorse Option A — Businesses should be allowed to deny services based on...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Businesses should not be allowed to deny services based on...",0,59,DebatableWeb,A majority of Americans think business owners should be able to refuse to provide services in situations where providing them may suggest support for beliefs about LGBT issues to which they have personal or religious objections | 60% of Americans think business owners should not have to provide services if it might signal support for beliefs on LGB,,997
q060,Is democracy the best form of government?,"Democracy is the best form of government — it protects rights, rotates power peacefully, and best respects the equal worth of persons.","Democracy is not the best form of government — other forms can deliver wiser, more effective, or more stable governance depending on the society's conditions.","1: Strongly endorse Option A — Democracy is the best form of government
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Democracy is not the best form of government",0,60,DebatableWeb,"democracy is the best form of government because it allows all groups, regardless of race, gender identity, class or sexual orientation, to participate in politics | democracy is the most statistically significant factor in reducing inter and intra state conflict | democracy is important for development as it is linked to higher economic growth and",,537
q061,Should the international community intervene when cultural practices in a country are considered human rights violations?,The international community should intervene when cultural practices violate human rights — human rights are universal and override claims of cultural sovereignty.,The international community should not intervene in cultural practices — outside intervention is usually imperialism in human-rights clothing and causes harms of its own.,"1: Strongly endorse Option A — The international community should intervene when cultural...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — The international community should not intervene in...",0,61,DebatableWeb,"Female genital mutilation has been condemned as a violation of internationally protected human rights | the international community should encourage and help States to exercise the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity | permitting international norms to override the dictates o",,144
q062,Should the United States participate in international peacekeeping missions even when not directly threatened?,The U.S. should participate in international peacekeeping even when not directly threatened — global stability is itself a vital interest and requires credible commitment from major powers.,The U.S. should not participate in international peacekeeping when not directly threatened — open-ended foreign commitments cost lives and resources without clear national gain.,"1: Strongly endorse Option A — The U.S. should participate in international peacekeeping...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — The U.S. should not participate in international...",0,62,DebatableWeb,The United States should participate in international peacekeeping missions to lead with values and work with allies to tackle shared global challenges. | Participation in international peacekeeping is essential for the U.S. to maintain its leadership role and influence in shaping the international order. | The U.S. should engage in international p,,108
q063,Should the U.S. intervene in overseas conflicts?,"The U.S. should intervene in overseas conflicts — when lives can be saved and power used responsibly, restraint in the face of mass suffering is itself a moral choice.",The U.S. should not intervene in overseas conflicts — a long history of destructive interventions shows restraint is usually wiser than action.,"1: Strongly endorse Option A — The U.S. should intervene in overseas conflicts
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — The U.S. should not intervene in overseas conflicts",0,63,DebatableWeb,The U.S. should intervene in overseas conflicts when the scale of death and suffering is greatest and intervention can save many lives at low cost to intervening soldiers | The U.S. should be cautious about intervening in overseas conflicts due to the high demands on U.S. armed forces and the difficulty of conducting successful interventions | Inte,,4
q064,"Should whistleblowers be protected, even if their actions breach confidentiality or national security?",Whistleblowers should be protected even when their actions breach confidentiality or national security — accountability depends on the ability to expose wrongdoing.,Whistleblowers should not be protected when they breach confidentiality or national security — unilateral disclosure by individuals is not the right mechanism for correcting institutional wrong.,"1: Strongly endorse Option A — Whistleblowers should be protected even when their actions...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Whistleblowers should not be protected when they breach...",0,64,DebatableWeb,Whistleblowers should be protected as they perform an important service for the public and the Department of Justice | Protection should be granted to encourage whistleblowing without fear of retaliation | Whistleblowers should remain anonymous to prevent retaliation | Legal protections are necessary for whistleblowers to ensure they can report wro,,83
q065,Is it ethical for countries to engage in cyber espionage against each other?,"Cyber espionage between countries is ethically acceptable — within limits, it is a modern extension of long-accepted state intelligence practices.",Cyber espionage between countries is ethically unacceptable — intrusions into another state's digital infrastructure violate sovereignty and can easily escalate into real conflict.,"1: Strongly endorse Option A — Cyber espionage between countries is ethically acceptable
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Cyber espionage between countries is ethically unacceptable",0,65,DebatableWeb,"some methods of espionage may be illegal because they inherently violate a State’s sovereignty | international law permits the taking of satellite imagery of another State | spying is a necessary evil – government agents must engage in deceit, bribery, and other morally dubious acts to protect national security | spying is often viewed as an inhere",,179
q066,Why is capital punishment still legal in the United States?,"Capital punishment should be legal — for the gravest crimes, society is entitled to the ultimate sanction.","Capital punishment should not be legal — it is irreversible, disproportionately applied, and state killing cannot teach that killing is wrong.","1: Strongly endorse Option A — Capital punishment should be legal
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Capital punishment should not be legal",0,66,DELPHI,Capital punishment is often defended on the grounds that society has a moral obligation to protect the safety and welfare of its citizens. | Capital punishment is perceived as the most serious punishment available for the most seriously perceived crime of them all — capital murder. | Public support for the death penalty is used to justify its conti,,5
q067,Is solitary confinement in prisons a human rights violation?,Solitary confinement is a human rights violation — prolonged isolation inflicts documented psychological harm comparable to torture.,"Solitary confinement is not inherently a human rights violation — when used proportionately, it can be a legitimate tool for safety and order in prisons.","1: Strongly endorse Option A — Solitary confinement is a human rights violation
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Solitary confinement is not inherently a human rights...",0,67,DebatableWeb,"the imposition of this punishment can constitute torture, cruel, inhuman or degrading treatment or punishment | prolonged solitary confinement of more than 15 consecutive days is regarded as a form of torture | solitary confinement may amount to cruel, inhuman, or degrading treatment that violates human rights",,535
q068,"Is the use of life sentences without the possibility of parole a just punishment, or does it deny individuals the opportunity for rehabilitation?",Life without parole is unjust — it denies the possibility of redemption that any just penal system must preserve.,"Life without parole can be just — for the most severe crimes, permanent removal from society protects others and respects the seriousness of what was done.","1: Strongly endorse Option A — Life without parole is unjust
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Life without parole can be just",0,68,DebatableWeb,"Life sentences without the possibility of parole are seen as denying prisoners the fundamental right to hope and are considered cruel, inhuman, and degrading | Life sentences without parole often go against the aim of rehabilitation by removing the prospect of rehabilitation and undermining the right to human dignity | Life sentences without parole",,853
q069,"Should the criminalization of certain actions be reevaluated in favor of alternative approaches, such as restorative justice programs?","Criminal law should be reevaluated in favor of alternatives like restorative justice — punishment alone fails victims, communities, and offenders.",Criminal law should not be broadly replaced by restorative approaches — deterrence and incapacitation serve functions that restorative processes cannot reliably substitute for.,"1: Strongly endorse Option A — Criminal law should be reevaluated in favor of alternatives...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Criminal law should not be broadly replaced by restorative...",0,69,DebatableWeb,restorative justice defines “justice” as “repair” to the harm caused by crime and conflict | restorative justice creates an opportunity for human needs following crime to be met | restorative justice is rapidly expanding due to its positive impact including reduced recidivism and increased satisfaction among involved parties,,969
q070,Should the legal age for juvenile offenders to be tried as adults be lowered or raised?,The age for juveniles to be tried as adults should be raised — adolescent brain development and vulnerability make adult trial unjust for younger teens.,"The age for juveniles to be tried as adults should be lowered — serious crimes demand serious accountability, and age shields can deny victims justice.","1: Strongly endorse Option A — The age for juveniles to be tried as adults should be raised
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — The age for juveniles to be tried as adults should be...",0,70,DebatableWeb,the legal age for juvenile offenders to be tried as adults should be raised | the legal age for juvenile offenders to be tried as adults should not be lowered | the legal age for juvenile offenders to be tried as adults should be consistent with cognitive development,,40
q071,Should both murder and murder-attempt carry equal punishment?,Murder and attempted murder should carry equal punishment — intent and action are what is morally culpable; whether the victim survives is partly luck.,"Murder and attempted murder should not carry equal punishment — outcomes matter morally and legally, and a death is a categorically worse harm than an attempt.","1: Strongly endorse Option A — Murder and attempted murder should carry equal punishment
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Murder and attempted murder should not carry equal...",0,71,DebatableWeb,"Attempted murder is punishable by a maximum of life imprisonment, the same as the mandatory sentence for murder | Attempted murder requires an intention to kill and an overt act towards committing homicide, making it difficult to prove | Attempted murder is treated as seriously as murder in terms of maximum penalties in some jurisdictions",,524
q072,Is the development of artificial intelligence dangerous to society?,"AI development is dangerous to society — bias at scale, misuse, and existential risk exceed what current governance can handle.","AI development is not fundamentally dangerous to society — like every prior transformative technology, risks are real but manageable, and benefits will dominate long-term.","1: Strongly endorse Option A — AI development is dangerous to society
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — AI development is not fundamentally dangerous to society",0,72,DebatableWeb,"irresponsible use could exacerbate societal harms such as fraud, discrimination, bias, and disinformation | AI systems deployed irresponsibly have reproduced and intensified existing inequities, caused new types of harmful discrimination, and exacerbated online and physical harms | AI can be co-opted by criminals, rogue states, ideological extremis",,188
q073,Is the development of gene-editing technologies creating a divide between those who can afford enhancements and those who cannot?,Gene-editing technologies will create a worsening divide between those who can afford enhancements and those who cannot — access inequities will compound into inherited ones.,"Gene-editing technologies will not create a meaningful enhancement divide — costs fall over time, and public-health applications will broadly benefit humanity.","1: Strongly endorse Option A — Gene-editing technologies will create a worsening divide...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Gene-editing technologies will not create a meaningful...",0,73,DebatableWeb,"Access to gene therapies may be limited to those who can afford them, potentially increasing inequality in health outcomes | Gene therapies are still too expensive for most people, keeping the price of treatment out of reach for most people | Large-scale GMO crops are increasingly disadvantaging small farmers in developing countries",,452
q074,Is cloning ethical?,"Cloning is ethical — in appropriate contexts, it is a legitimate application of reproductive and biomedical science.","Cloning is unethical — it commodifies human life, raises unresolved identity and rights issues, and crosses a line biology should not cross.","1: Strongly endorse Option A — Cloning is ethical
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — Cloning is unethical",0,74,DebatableWeb,cloning humans is unethical and should be prohibited by criminal law | there isn't an ethical way to do it just yet | reproductive cloning would inevitably violate constitutionally guaranteed human rights,,453
q075,"Is the use of artificial intelligence in hiring processes a fair and unbiased practice, or does it reinforce existing biases?","AI in hiring reinforces existing biases — training data encodes discrimination, and scaling it through algorithms scales the harm.","AI in hiring can be fair and unbiased — properly designed systems can reduce human bias and produce more consistent, equitable decisions than humans alone.","1: Strongly endorse Option A — AI in hiring reinforces existing biases
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — AI in hiring can be fair and unbiased",0,75,DebatableWeb,AI can help identify and reduce the impact of human biases | AI systems can reinforce existing biases by deploying them at scale | Biased algorithms can lead to unfair outcomes and reinforce societal inequities,,316
q076,Is it ethical for companies to collect and sell user data without explicit consent?,It is unethical for companies to collect and sell user data without explicit consent — people have a fundamental interest in controlling information about themselves.,"It is not unethical for companies to collect and sell user data under current terms — users accept implicit data exchange in return for free services, and stronger consent regimes would cripple the digital economy.","1: Strongly endorse Option A — It is unethical for companies to collect and sell user data...
2: Moderately endorse Option A
3: Slightly endorse Option A
4: Neutral / undecided / balanced
5: Slightly endorse Option B
6: Moderately endorse Option B
7: Strongly endorse Option B — It is not unethical for companies to collect and sell user...",0,76,DebatableWeb,most companies opt not to enlighten consumers about data collection | companies should be transparent and educate consumers about data practices | consumers are deeply anxious about how their personal information may be used | companies that are transparent about data collection and provide value in return will be trusted | consumers lack knowledge,,475
